Name,Attention,Address 1,Address 2,City,State,Zip Code,Phone,Credential,Licensee Type,First Issued Date,Expiration Date,License Status,Status Reason,Supervisor License,Supervisor Name,Supervision Type,Supervisor License Status,Supervisor Expiration,
METROPOLITAN FIRE PROTECTION INC,,7179 OLD ALEXANDRIA FERRY RD,,CLINTON,MD,20735-1763,(301) 868-0005,53.89.1838,Fire Protection Organization - Company,01/22/2016,07/01/2027,Active,ACTIVE,,,,,,
HEALTH AND SAFETY SCIENCES LLC,,3224 WINCHESTER AVE,,ASHLAND,KY,41101-2050,(606) 922-7951,53.89.1840,Fire Protection Organization - Company,01/19/2016,07/01/2027,Active,ACTIVE,,,,,,
IES COMMUNICATIONS LLC,,2801 S FAIR LN,,TEMPE,AZ,85282-3199,,53.89.1841,Fire Protection Organization - Company,01/26/2016,07/01/2027,Active,ACTIVE,,,,,,
DEPENDABLE BUILDING SERVICES INC,,1125 TOWER RD,,SCHAUMBURG,IL,60173-4305,(630) 595-9563,53.89.1845,Fire Protection Organization - Company,02/16/2016,07/01/2027,Active,ACTIVE,,,,,,
SALENBIEN TRUCKING AND EXCAVATING INC,,9217 N ANN ARBOR RD,,DUNDEE,MI,48131-9423,(734) 529-3823,53.89.1847,Fire Protection Organization - Company,02/17/2016,07/01/2027,Active,ACTIVE,,,,,,
INDUSTRIAL FIRE SERVICES LLC,,1303 E MARKLAND AVE,,KOKOMO,IN,46901-6226,(765) 432-3292,53.89.1851,Fire Protection Organization - Company,04/25/2016,07/01/2027,Active,ACTIVE,,,,,,
PERFORMANCE ELECTRIC LLC,,24248 PROFESSIONAL PARK DR,,LAWRENCEBURG,IN,47025-7604,(513) 283-4640,53.89.1853,Fire Protection Organization - Company,10/26/2016,07/01/2027,Active,ACTIVE,,,,,,
EAST O & M LLC,,7450 HERITAGE VILLAGE PLZ UNIT 202,,GAINESVILLE,VA,20155-3091,(703) 263-0477,53.89.1854,Fire Protection Organization - Company,07/14/2016,07/01/2027,Active,ACTIVE,,,,,,
JOULE FIRE PROTECTION LLC,,1020 ARBOR TECH DR STE D,,HEBRON,KY,41048-7532,(859) 341-0922,53.89.1859,Fire Protection Organization - Company,01/19/2017,07/01/2027,Active,ACTIVE,,,,,,
APTIM SERVICES LLC,,1200 BRICKYARD LN STE 202,,BATON ROUGE,LA,70802-8084,(225) 932-6504,53.89.1861,Fire Protection Organization - Company,03/08/2017,07/01/2027,Active,ACTIVE,,,,,,
FLUOR CONSTRUCTORS INTERNATIONAL INC,,100 FLUOR DANIEL DR # C102B,,GREENVILLE,SC,29607-2761,(864) 281-8091,53.89.1863,Fire Protection Organization - Company,04/27/2017,07/01/2027,Active,ACTIVE,,,,,,
LPM ELECTRIC INC,,200 VINE ST,,WILDER,KY,41076-9711,(859) 694-3186,53.89.1864,Fire Protection Organization - Company,05/02/2017,07/01/2027,Active,ACTIVE,,,,,,
SAFE STREETS USA LLC,,3400 N 1200 W,,LEHI,UT,84043-2685,(480) 339-1251,53.89.1866,Fire Protection Organization - Company,05/12/2017,07/01/2027,Active,ACTIVE,,,,,,
MCCURLEY HOUSTON ELECTRIC INC,,2429 EASTBROOK RD,,NEW CASTLE,PA,16105-6513,(724) 665-9371,53.89.1867,Fire Protection Organization - Company,05/10/2017,07/01/2027,Active,ACTIVE,,,,,,
NITRO CONSTRUCTION SERVICES INC,,4300 1ST AVE,,NITRO,WV,25143-1096,(304) 204-1500,53.89.1869,Fire Protection Organization - Company,06/27/2017,07/01/2027,Active,ACTIVE,,,,,,
HALO FIRE PROTECTION LLC,,4811 E JULEP ST STE 124,,MESA,AZ,85205-3322,(480) 325-2280,53.89.1871,Fire Protection Organization - Company,09/13/2017,07/01/2027,Active,ACTIVE,,,,,,
REEVES INC,,1250 S MERIDIAN RD,,HUDSON,MI,49247-8212,(734) 429-9755,53.89.1872,Fire Protection Organization - Company,09/18/2017,07/01/2027,Active,ACTIVE,,,,,,
PILLAR INNOVATIONS LLC,,92 CORPORATE DR,,GRANTSVILLE,MD,21536-1259,(301) 245-4007,53.89.1877,Fire Protection Organization - Company,09/28/2017,07/01/2027,Active,ACTIVE,,,,,,
LATHROP ELECTRIC INC,,1104 SELINGER AVE,,ERIE,PA,16505-4122,(814) 455-1772,53.89.1879,Fire Protection Organization - Company,11/27/2017,07/01/2027,Active,ACTIVE,,,,,,
SIMPLX SECURITY LLC,,8320 CLINTON PARK DR,,FORT WAYNE,IN,46825-3171,(260) 482-7233,53.89.1880,Fire Protection Organization - Company,12/15/2017,07/01/2027,Active,ACTIVE,,,,,,
IN2GRO TECHNOLOGIES LLC DBA I2G SYSTEMS,,42211 GARFIELD RD # 321,,CLINTON TOWNSHIP,MI,48038-1648,(248) 977-1220,53.89.1881,Fire Protection Organization - Company,02/03/2018,07/01/2027,Active,ACTIVE,,,,,,
COBEX DESIGN LLC,,11315 LAMBS RD,,RILEY,MI,48041-3202,(586) 329-6560,53.89.1882,Fire Protection Organization - Company,02/13/2018,07/01/2027,Active,ACTIVE,,,,,,
PRO 1 ELECTRIC INC,,205 HICKORY ST,,PARKERSBURG,WV,26101-6339,(304) 482-8487,53.89.1883,Fire Protection Organization - Company,02/21/2018,07/01/2027,Active,ACTIVE,,,,,,
GREAT LAKES SPRINKLER SERVICE LLC,,PO BOX 5,,WEST SPRINGFIELD,PA,16443-0005,(814) 299-5399,53.89.1884,Fire Protection Organization - Company,03/21/2018,07/01/2027,Active,ACTIVE,,,,,,
BH SECURITY LLC DBA BRINKS HOME SECURITY,,1501 LYNDON B JOHNSON FWY STE 700,,FARMERS BRANCH,TX,75234-6047,(800) 835-5378,53.89.1885,Fire Protection Organization - Company,03/28/2018,07/01/2027,Active,ACTIVE,,,,,,
RIVER CITY FIRE PROTECTION INC,,4132 COUNTY ROAD 68,,AUBURN,IN,46706-9639,(260) 494-7437,53.89.1886,Fire Protection Organization - Company,04/02/2018,07/01/2027,Active,ACTIVE,,,,,,
FIRE PROTECTION PROS LLC,,2710 NORTHRIDGE DR NW STE F,,GRAND RAPIDS,MI,49544-9112,(616) 453-4800,53.89.1887,Fire Protection Organization - Company,04/11/2018,07/01/2027,Active,ACTIVE,,,,,,
GEORGE R SMALLEY CO INC,,PO BOX 96,79 ATLAS RD,HOPWOOD,PA,15445-0096,(724) 437-1927,53.89.1888,Fire Protection Organization - Company,04/17/2018,07/01/2027,Active,ACTIVE,,,,,,
SWARTZ FIRE ALARM SERVICE,,12960 CAMBRIDGE SPRINGS RD,,EDINBORO,PA,16412-2832,(814) 460-4659,53.89.1889,Fire Protection Organization - Company,05/16/2018,07/01/2027,Active,ACTIVE,,,,,,
AUTOMATIC SPRINKLER CORP,,6145 LOLLIS CREEK RD,,FLOWERY BRANCH,GA,30542-5511,(698) 765-6260,53.89.1891,Fire Protection Organization - Company,05/25/2018,07/01/2027,Active,ACTIVE,,,,,,
COMPLETE CONTRACTORS INC,,77 GOOSE CREEK RD,PO BOX 98,PATRIOT,IN,47038-9575,(812) 290-8182,53.89.1894,Fire Protection Organization - Company,06/22/2018,07/01/2027,Active,ACTIVE,,,,,,
OLYMPIC WEST FIRE PROTECTION LLC,,708 W 22ND ST,,TEMPE,AZ,85282-1906,(480)968-9634,53.89.1895,Fire Protection Organization - Company,07/24/2018,07/01/2027,Active,ACTIVE,,,,,,
OZARK FIRE SPRINKLER CO INC,,19098 DWYER RD,,WARSAW,MO,65355-4162,(660)438-5701,53.89.1896,Fire Protection Organization - Company,07/30/2018,07/01/2027,Active,ACTIVE,,,,,,
CDI ELECTRIC INC,,2018 UHL RD,,COLD SPRING,KY,41076-8648,(859) 393-2047,53.89.1897,Fire Protection Organization - Company,08/02/2018,07/01/2027,Active,ACTIVE,,,,,,
MOUNTAIN STATE OF WEST VIRGINIA LLC DBA UNITED SECURITY ALARMS CO LLC,,PO BOX 489,1420 COMMERCE ST STE 1,WELLSBURG,WV,26070-0489,(304) 737-9891,53.89.1903,Fire Protection Organization - Company,11/16/2018,07/01/2027,Active,ACTIVE,,,,,,
DEVOS EXCAVATING LLC,,10919 S DIXIE HWY,,ERIE,MI,48133-9712,(734) 457-9011,53.89.1904,Fire Protection Organization - Company,11/27/2018,07/01/2027,Active,ACTIVE,,,,,,
INSTALL SUBS LLC,,1841 W 200 N,,GREENFIELD,IN,46140-9594,(859) 983-0500,53.89.1906,Fire Protection Organization - Company,01/25/2019,07/01/2027,Active,ACTIVE,,,,,,
F E MORAN INC SPECIAL HAZARD SYSTEMS,,2265 CARLSON DR,,NORTHBROOK,IL,60062-6705,(847) 498-4800,53.89.1909,Fire Protection Organization - Company,03/05/2019,07/01/2027,Active,ACTIVE,,,,,,
CFP FIRE PROTECTION INC,,153 TECHNOLOGY DR STE 200,,IRVINE,CA,92618-2461,(949) 727-3277,53.89.1912,Fire Protection Organization - Company,04/22/2019,07/01/2027,Active,ACTIVE,,,,,,
JSB CONSULTING LLC DBA MIDWEST FIRE SAFETY V,,2782 E CREEK RD,,SOUTH ROCKWOOD,MI,48179-9753,(877) 942-2121,53.89.1913,Fire Protection Organization - Company,05/08/2019,07/01/2027,Active,ACTIVE,,,,,,
ADVANCED FIRE PROTECTION LLC,,1582 HICKORY HILL CT,,FLORENCE,KY,41042-9710,(859) 250-8289,53.89.1915,Fire Protection Organization - Company,06/04/2019,07/01/2027,Active,ACTIVE,,,,,,
PRIORITY ONE SECURITY SERVICES INC,DAVID E WHITTINGTON,PO BOX 1234,,LENOIR CITY,TN,37771-1234,,53.89.1918,Fire Protection Organization - Company,07/09/2019,07/01/2027,Active,ACTIVE,,,,,,
RIVER RAISIN SECURITY & TECHNOLOGIES LLC,,PO BOX 2629,,MONROE,MI,48161-7629,(734) 265-0091,53.89.1921,Fire Protection Organization - Company,08/27/2019,07/01/2027,Active,ACTIVE,,,,,,
API  NATIONAL SERVICE GROUP INC,,1200 OLD HIGHWAY 8 NW,,NEW BRIGHTON,MN,55112-1567,(888) 274-8595,53.89.1922,Fire Protection Organization - Company,09/16/2019,07/01/2027,Active,ACTIVE,,,,,,
EVERON LLC,,1501 W YAMATO RD,,BOCA RATON,FL,33431-4438,(213) 392-9333,53.89.1925,Fire Protection Organization - Company,01/09/2020,07/01/2027,Active,ACTIVE,,,,,,
UNITED STATES ALLIANCE FIRE PROTECTION INC,,28427 N BALLARD DR STE H,,LAKE FOREST,IL,60045-4542,(847) 816-0050,53.89.1926,Fire Protection Organization - Company,01/17/2020,07/01/2027,Active,ACTIVE,,,,,,
FIRE CONTROL LLC,,PO BOX 400,,ARMADA,MI,48005-0400,(810) 305-2626,53.89.1928,Fire Protection Organization - Company,02/18/2020,07/01/2027,Active,ACTIVE,,,,,,
NETWORK CABLING INFRASTRUCTURES LLC,,4825 RIVER GREEN PKWY,,DULUTH,GA,30096-2569,(770) 495-0798,53.89.1929,Fire Protection Organization - Company,02/28/2020,07/01/2027,Active,ACTIVE,,,,,,
DISH NETWORK SERVICE LLC,,9601 S MERIDIAN BLVD,,ENGLEWOOD,CO,80112-5905,(330) 723-2006,53.89.1930,Fire Protection Organization - Company,03/05/2020,07/01/2027,Active,ACTIVE,,,,,,
ACE ELECTRIC INC,,4081 INNER PERIMETER RD,,VALDOSTA,GA,31602-6470,(229) 244-9288,53.89.1931,Fire Protection Organization - Company,03/04/2020,07/01/2027,Active,ACTIVE,,,,,,
EASTERN FIRE & SAFETY LLC,,1933 HIGHWAY 35 STE 105-343,,WALL TOWNSHIP,NJ,07719-3502,(877) 438-3375,53.89.1932,Fire Protection Organization - Company,03/09/2020,07/01/2027,Active,ACTIVE,,,,,,
ROBINSON & SON PLUMBING & HEATING INC DBA RSP FIRE PROTECTION & EQUIPMENT,,PO BOX 449,,SCOTT DEPOT,WV,25560-0449,(304) 757-8063,53.89.1935,Fire Protection Organization - Company,05/14/2020,07/01/2027,Active,ACTIVE,,,,,,
PYE BARKER FIRE & SAFETY LLC,,11605 HAYNES BRIDGE RD STE 350,,ALPHARETTA,GA,30009-8815,(800) 927-8610,53.89.1936,Fire Protection Organization - Company,06/02/2020,07/01/2027,Active,ACTIVE,,,,,,
PREMIER EQUIPMENT GROUP INC DBA CITATION FIRE & SAFETY,,4319 CRITTENDEN DR,,LOUISVILLE,KY,40209-1622,(502) 367-2239,53.89.1941,Fire Protection Organization - Company,10/05/2020,07/01/2027,Active,ACTIVE,,,,,,
REDGUARD FIRE & SECURITY,,47799 HALYARD DR,,PLYMOUTH,MI,48170-2480,(734) 233-6000,53.89.1942,Fire Protection Organization - Company,10/05/2020,07/01/2027,Active,ACTIVE,,,,,,
TWIN LAKES FIRE SERVICE LLC,,3804 N CUNNINGHAM AVE STE 1,,URBANA,IL,61802-9766,(217) 531-1661,53.89.1944,Fire Protection Organization - Company,10/22/2020,07/01/2027,Active,ACTIVE,,,,,,
TECHWISE INTEGRATED SECURITY LLC,,PO BOX 936,,COLONIAL HEIGHTS,VA,23834-0936,(804) 526-2928,53.89.1945,Fire Protection Organization - Company,10/23/2020,07/01/2027,Active,ACTIVE,,,,,,
SIMPLISAFE INC,,100 SUMMER ST STE 300,,BOSTON,MA,02110-2151,(617) 208-4020,53.89.1946,Fire Protection Organization - Company,11/09/2020,07/01/2027,Active,ACTIVE,,,,,,
ELITE FIRE SAFETY INC,,46620 RYAN CT,,NOVI,MI,48377-1730,(248) 834-4467,53.89.1947,Fire Protection Organization - Company,01/14/2021,07/01/2027,Active,ACTIVE,,,,,,
I C E CONTRACTORS INC,,1415 KATHY LN SW STE A,,DECATUR,AL,35601-3688,(256) 353-7828,53.89.1948,Fire Protection Organization - Company,12/17/2020,07/01/2027,Active,ACTIVE,,,,,,
NEWJAC INDUSTRIAL FIRE PROTECTION LLC,,415 S GRANT ST,,LEBANON,IN,46052-3605,(765) 483-2190,53.89.1950,Fire Protection Organization - Company,02/16/2021,07/01/2027,Active,ACTIVE,,,,,,
VALLEY FIRE PROTECTION SYSTEMS LLC,,555 KIRK RD,,SAINT CHARLES,IL,60174-3096,(630) 761-3168,53.89.1951,Fire Protection Organization - Company,02/18/2021,07/01/2027,Active,ACTIVE,,,,,,
SECURALARM LLC,,921 47TH ST SW,,WYOMING,MI,49509-5156,(616) 773-6300,53.89.1952,Fire Protection Organization - Company,02/19/2021,07/01/2027,Active,ACTIVE,,,,,,
LUCKY 13 FIRE PROTECTION LLC,,223 5TH AVE,,DAYTON,KY,41074-1103,(859) 414-4175,53.89.1953,Fire Protection Organization - Company,03/02/2021,07/01/2027,Active,ACTIVE,,,,,,
APEX PUMPING EQUIPMENT INC,,720 N HEARTLAND DR STE P,,SUGAR GROVE,IL,60554-9864,(630) 263-2739,53.89.1956,Fire Protection Organization - Company,04/21/2021,07/01/2027,Active,ACTIVE,,,,,,
SAFE AND SOUND SECURITY SYSTEMS INC,,201 JEFFERSON ST,,HINTON,WV,25951-1486,(304) 466-4998,53.89.1957,Fire Protection Organization - Company,06/17/2021,07/01/2027,Active,ACTIVE,,,,,,
IMEG CORP,,623 26TH AVE,,ROCK ISLAND,IL,61201-5263,(309) 793-3332,53.89.1958,Fire Protection Organization - Company,07/06/2021,07/01/2027,Active,ACTIVE,,,,,,
NATIONAL ONDEMAND INC,,445 S MAIN ST,,BURLINGTON,NC,27215-5838,(336) 395-4523,53.89.1959,Fire Protection Organization - Company,07/15/2021,07/01/2027,Active,ACTIVE,,,,,,
ALPHA MECHANICAL SERVICE INC,,7200 DISTRIBUTION DR,,LOUISVILLE,KY,40258-2827,(502) 968-0121,53.89.1961,Fire Protection Organization - Company,07/29/2021,07/01/2027,Active,ACTIVE,,,,,,
SMARTWIRED SERVICES LLC,,123 MCCREARY RD,,NEW BRIGHTON,PA,15066-3419,(412) 447-8550,53.89.1963,Fire Protection Organization - Company,08/16/2021,07/01/2027,Active,ACTIVE,,,,,,
REED INDUSTRIAL RESOURCES INC DBA ROWE SPRINKLER SYSTEMS,,PO BOX 407,7993 US RT 522,MIDDLEBURG,PA,17842-0407,(570) 837-7647,53.89.1965,Fire Protection Organization - Company,09/08/2021,07/01/2027,Active,ACTIVE,,,,,,
YAHN ELECTRIC COMPANY INC,,113 17TH ST,,WHEELING,WV,26003-3603,(304) 232-5070,53.89.1966,Fire Protection Organization - Company,09/14/2021,07/01/2027,Active,ACTIVE,,,,,,
ACCESS AUDIO & VIDEO II LLC,,2641 CRESCENT SPRINGS PIKE,,FT MITCHELL,KY,41017-1504,(859) 360-5480,53.89.1967,Fire Protection Organization - Company,11/02/2021,07/01/2027,Active,ACTIVE,,,,,,
SEMPER VIGILES INC,,400 W DIVISION ST,,SYRACUSE,NY,13204-1438,(800) 673-6168,53.89.1969,Fire Protection Organization - Company,10/13/2021,07/01/2027,Active,ACTIVE,,,,,,
RAPID FIRE PROTECTION INC,,1530 SAMCO RD,,RAPID CITY,SD,57702-8008,(605) 348-2342,53.89.1970,Fire Protection Organization - Company,10/18/2021,07/01/2027,Active,ACTIVE,,,,,,
ANTAEAN TECHNOLOGY LLC,,1590 N ROBERTS RD NW STE 209,,KENNESAW,GA,30144-3636,(678) 574-5151,53.89.1971,Fire Protection Organization - Company,10/25/2021,07/01/2027,Active,ACTIVE,,,,,,
M & P SECURITY SOLUTIONS LLC,,330 STATE ST,,BADEN,PA,15005-1904,(412) 945-0280,53.89.1974,Fire Protection Organization - Company,11/16/2021,07/01/2027,Active,ACTIVE,,,,,,
CRV SURVEILLANCE,,277 LYON LN,,BIRMINGHAM,AL,35211-6407,(205) 278-4250,53.89.1976,Fire Protection Organization - Company,01/31/2022,07/01/2027,Active,ACTIVE,,,,,,
API GROUP LIFE SAFETY USA LLC,,7020 S TUCSON WAY,,CENTENNIAL,CO,80112-6791,(303) 790-3813,53.89.1977,Fire Protection Organization - Company,01/31/2022,07/01/2027,Active,ACTIVE,,,,,,
SHORELINE POWER SERVICES INC,,6724 E RAILWAY CMN,,WILLIAMSBURG,MI,49690-8507,(231) 267-3267,53.89.1978,Fire Protection Organization - Company,01/21/2022,07/01/2027,Active,ACTIVE,,,,,,
WSS INTEGRATED TECHNOLOGIES CLE LLC,,1052 MILFORD WARREN GLEN RD,,BLOOMSBURY,NJ,08804-2023,(844) 856-8071,53.89.1979,Fire Protection Organization - Company,02/01/2022,07/01/2027,Active,ACTIVE,,,,,,
MERIT ELECTRIC LLC,,98 US HIGHWAY 95,,CALVERT CITY,KY,42029-8817,(270) 554-3141,53.89.1981,Fire Protection Organization - Company,03/18/2022,07/01/2027,Active,ACTIVE,,,,,,
FIRE SOLUTIONS INC,,2030 ALTOM CT,,SAINT LOUIS,MO,63146-4151,(314) 772-1637,53.89.1982,Fire Protection Organization - Company,04/04/2022,07/01/2027,Active,ACTIVE,,,,,,
CANADOHTA SECURITY LLC,,22396 SOUTH RD,,CENTERVILLE,PA,16404-1500,(814) 315-3058,53.89.1983,Fire Protection Organization - Company,04/15/2022,07/01/2027,Active,ACTIVE,,,,,,
B ARMSTRONG ELECTRICAL SERVICES INC,,3120 E NORTHWESTERN PIKE STE B,,PARKERSBURG,WV,26104-1105,(740) 350-9007,53.89.1984,Fire Protection Organization - Company,04/26/2022,07/01/2027,Active,ACTIVE,,,,,,
SOUTHLAND INDUSTRIES,,12131 WESTERN AVE,,GARDEN GROVE,CA,92841-2914,(714) 901-5800,53.89.1985,Fire Protection Organization - Company,05/25/2022,07/01/2027,Active,ACTIVE,,,,,,
ALERT 360 OPCO INC DBA ALERT 360,,2448 E 81ST ST STE 4300,,TULSA,OK,74137-4285,(833) 360-1595,53.89.1986,Fire Protection Organization - Company,06/01/2022,07/01/2027,Active,ACTIVE,,,,,,
CFM TESTING,,10375 MEADOW RUN,,PARKER,CO,80134-6219,(720) 465-1325,53.89.1989,Fire Protection Organization - Company,08/05/2022,07/01/2027,Active,ACTIVE,,,,,,
A POSITIVE ELECTRIC CO INC,,1953 SMITH TOWNSHIP STATE ROAD,,SLOVAN,PA,15078,(724) 947-2266,53.89.1990,Fire Protection Organization - Company,08/05/2022,07/01/2027,Active,ACTIVE,,,,,,
NETWORK FIRE & SECURITY LLC,,32 JONQUIL ST SW,,GRAND RAPIDS,MI,49548-6742,(616) 365-5766,53.89.1991,Fire Protection Organization - Company,08/22/2022,07/01/2027,Active,ACTIVE,,,,,,
HILL FIRE PROTECTION LLC,,11045 GAGE AVE,,FRANKLIN PARK,IL,60131-1437,(847) 288-5102,53.89.1993,Fire Protection Organization - Company,09/21/2022,07/01/2027,Active,ACTIVE,,,,,,
SUPERIOR FIRE & SECURITY LLC,,11106 LATTIRE RD,,AURORA,IN,47001-7845,(812) 577-2126,53.89.1994,Fire Protection Organization - Company,09/28/2022,07/01/2027,Active,ACTIVE,,,,,,
SOLID SECURITY SERVICES INC,,5067 BRISTOL INDUSTRIAL WAY STE E,,BUFORD,GA,30518-1830,(770) 733-5853,53.89.1995,Fire Protection Organization - Company,10/05/2022,07/01/2027,Active,ACTIVE,,,,,,
CONTROL SYSTEMS INC,,1219 E ELM ST,,ONTARIO,CA,91761-4585,(909) 628-7773,53.89.1996,Fire Protection Organization - Company,10/07/2022,07/01/2027,Active,ACTIVE,,,,,,
REAPER FIRE PROTECTION LLC,,3710 ARENAC STATE RD,,STANDISH,MI,48658-9658,(989) 980-5814,53.89.1997,Fire Protection Organization - Company,10/19/2022,07/01/2027,Active,ACTIVE,,,,,,
MAHONEY FIRE SPRINKLER INC,,11115 O ST,,OMAHA,NE,68137-2337,(402) 553-1221,53.89.1998,Fire Protection Organization - Company,10/19/2022,07/01/2027,Active,ACTIVE,,,,,,
COMMONWEALTH FIRE PROTECTION COMPANY,,2749 CREEK HILL RD,,LEOLA,PA,17540-2006,(717) 656-2981,53.89.2001,Fire Protection Organization - Company,02/07/2023,07/01/2027,Active,ACTIVE,,,,,,
WEBER SECURITY GROUP INC,,1725 E MAPLE RD,,TROY,MI,48083-4210,(586) 582-0000,53.89.2003,Fire Protection Organization - Company,02/22/2023,07/01/2027,Active,ACTIVE,,,,,,
VETERANS INDUSTRIAL PROTECTION INC,,17741 HINTON ST,,HESPERIA,CA,92345-6907,(513) 252-4400,53.89.2004,Fire Protection Organization - Company,02/24/2023,07/01/2027,Active,ACTIVE,,,,,,
JFS HOLDINGS LLC DBA JANUS FIRE SYSTEMS,,1102 RUPCICH DR,,CROWN POINT,IN,46307-7542,(219) 663-1600,53.89.2005,Fire Protection Organization - Company,03/06/2023,07/01/2027,Active,ACTIVE,,,,,,
CAPTIVE-AIRE SYSTEMS INC,,4641 PARAGON PARK RD,,RALEIGH,NC,27616-3406,(919) 882-2410,53.89.2006,Fire Protection Organization - Company,03/23/2023,07/01/2027,Active,ACTIVE,,,,,,
NORTHERN SAFETY CO INC,,1568 GEORGESVILLE RD,,COLUMBUS,OH,43228-3616,(800) 571-4646,53.89.2007,Fire Protection Organization - Company,03/22/2023,07/01/2027,Active,ACTIVE,,,,,,
ARROW ELECTRIC INC,,857 REYNOLDS INDUSTRIAL PARK RD,,GREENVILLE,PA,16125-4211,(724) 646-1903,53.89.2008,Fire Protection Organization - Company,03/23/2023,07/01/2027,Active,ACTIVE,,,,,,
ABSOLUTE FIRE PROTECTION,,1816 GERMAN ST,PO BOX 11276,ERIE,PA,16503-1918,(847) 878-0046,53.89.2009,Fire Protection Organization - Company,03/29/2023,07/01/2027,Active,ACTIVE,,,,,,
KEYSTONE FIRE SYSTEMS LLC,,22396 SOUTH RD,,CENTERVILLE,PA,16404-1500,(814) 315-3058,53.89.2010,Fire Protection Organization - Company,04/17/2023,07/01/2027,Active,ACTIVE,,,,,,
AVERUS INC,,3851 CLEARVIEW CT,,GURNEE,IL,60031-1247,(800) 393-8287,53.89.2011,Fire Protection Organization - Company,05/24/2023,07/01/2027,Active,ACTIVE,,,,,,
SECURITAS HEALTHCARE LLC,,11899 EXIT 5 PKWY STE 100,ATTN: LICENSING,FISHERS,IN,46037-8017,(317) 572-1934,53.89.2012,Fire Protection Organization - Company,05/24/2023,07/01/2027,Active,ACTIVE,,,,,,
WILLIAMS BUSINESS SYSTEMS DBA ADVANCED ALARM TECHNOLOGIES,,326 5TH ST,,PARKERSBURG,WV,26101-5106,(304) 485-2222,53.89.2013,Fire Protection Organization - Company,06/02/2023,07/01/2027,Active,ACTIVE,,,,,,
FULTZ FAMILY ENTERPRISE DBA CENSOR SECURITY SYSTEMS,,1005 E MAIN ST,,CAMBRIDGE CITY,IN,47327-1440,(765) 312-4010,53.89.2014,Fire Protection Organization - Company,07/03/2023,07/01/2027,Active,ACTIVE,,,,,,
FIRE PROTECTION INC,,7 CRAWFORD ST,,MC KEES ROCKS,PA,15136-3633,(412) 931-7401,53.89.2015,Fire Protection Organization - Company,08/29/2023,07/01/2027,Active,ACTIVE,,,,,,
VALLEN DISTRIBUTION INC,,2100 OAKS PKWY,,BELMONT,NC,28012-5141,(800) 932-3746,53.89.2016,Fire Protection Organization - Company,07/24/2023,07/01/2027,Active,ACTIVE,,,,,,
DAVIS ULMER SPRINKLER COMPANY INC,,400 MERIDIAN CENTRE BLVD STE 330,,ROCHESTER,NY,14618-3991,(716) 691-3200,53.89.2017,Fire Protection Organization - Company,07/26/2023,07/01/2027,Active,ACTIVE,,,,,,
MDI SECURITY PLLC,,6611 US HIGHWAY 19 STE 212,,NEW PORT RICHEY,FL,34652-1732,(844) 634-4968,53.89.2018,Fire Protection Organization - Company,07/28/2023,07/01/2027,Active,ACTIVE,,,,,,
M C DEAN INC,,1765 GREENSBORO STATION PL,,MC LEAN,VA,22102-3467,(703) 802-6231,53.89.2019,Fire Protection Organization - Company,08/01/2023,07/01/2027,Active,ACTIVE,,,,,,
R L FIRE PROTECTION INC,,PO BOX 4724,,RANCHO CUCAMONGA,CA,91729-4724,(909) 560-0166,53.89.2020,Fire Protection Organization - Company,08/30/2023,07/01/2027,Active,ACTIVE,,,,,,
EMILY REITER LLC DBA REITER FIRE PROTECTION,,1604 STARLIGHT CT,,UNION,KY,41091-7519,(502) 309-9485,53.89.2023,Fire Protection Organization - Company,09/25/2023,07/01/2027,Active,ACTIVE,,,,,,
WILLIAM T CONNELLY INC DBA CONNELLY ELECTRIC CO,,476 BRIGHTON DR,,BLOOMINGDALE,IL,60108-3100,(630) 543-9059,53.89.2024,Fire Protection Organization - Company,09/27/2023,07/01/2027,Active,ACTIVE,,,,,,
ELECTRONIC SECURITY SYSTEMS INC,,6516 WESTWOOD DR,,CHARLESTOWN,IN,47111-8767,(502) 961-6454,53.89.2028,Fire Protection Organization - Company,10/31/2023,07/01/2027,Active,ACTIVE,,,,,,
MASTER TECHNOLOGY GROUP INC,,7640 GOLDEN TRIANGLE DR,,EDEN PRAIRIE,MN,55344-3732,(952) 960-1212,53.89.2029,Fire Protection Organization - Company,11/14/2023,07/01/2027,Active,ACTIVE,,,,,,
LANDCORE BUILDERS,,1027 STEWART ST,,MILTON,WV,25541-1159,(304) 419-1378,53.89.2030,Fire Protection Organization - Company,11/15/2023,07/01/2027,Active,ACTIVE,,,,,,
SOUTHERN KENTUCKY FIRE AND SPRINKLER LLC,,415 SAMSON ST,,GLASGOW,KY,42141-1638,(270) 215-5082,53.89.2031,Fire Protection Organization - Company,12/01/2023,07/01/2027,Active,ACTIVE,,,,,,
VALLEN SAFETY SERVICES,,4300 PASADENA FWY,,PASADENA,TX,77503-1131,(713) 456-1030,53.89.2032,Fire Protection Organization - Company,12/11/2023,07/01/2027,Active,ACTIVE,,,,,,
UNIFIRST FIRST AID CORPORATION,,3499 RIDER TRL S,,EARTH CITY,MO,63045-1110,(800) 889-6970,53.89.2033,Fire Protection Organization - Company,12/21/2023,07/01/2027,Active,ACTIVE,,,,,,
FIRE SYSTEMS SPECIALISTS INC,,213 FIDDLER LN,,TAYLORSVILLE,KY,40071-7957,(502) 727-4642,53.89.2034,Fire Protection Organization - Company,12/22/2023,07/01/2027,Active,ACTIVE,,,,,,
